# definite transverse region
075Ba 13075044
075Ba 13075045
076Ba 13076005
076Ba 13076006
076Ba 13076007
076Ba 13076011
076Ba 13076015
076Ba 13076017
076Ba 13076018
076Ba 13076019
076Ba 13076020
076Ba 13076022

# flaky ZDC region
090Ba 13090005
090Ba 13090006
090Ba 13090007
090Ba 13090008
090Ba 13090011
090Ba 13090012
090Ba 13090013
090Bb 13090015
090Bb 13090016
090Bb 13090017
090Bb 13090018
090Bb 13090019
090Bb 13090021
090Bb 13090022
090Bb 13090023
